"id","RMS_CDW_ID","General_Offense_Number","Offense_Code","Offense_Code_Extension","Offense_Type","Summary_Offense_Code","Summarized_Offense_Description, Date_Reported","Occurred_Date_or_Date_Range_Start","Occurred_Date_Range_End","Hundred_Block_Location","District_Sector","Zone_Beat","Longitude","Latitude","Location","Date_Occurred","Date_Occurred_End"
4519,748218,"2013100389","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-25T16:06:00.000Z","1900-01-01 00:00:00","58XX BLOCK OF 39 AV S","S","S1",-122.283,47.5501,"(47.550098785, -122.283418574)","2013-03-25","2013-03-25"
4577,748409,"2013100053","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-25T02:00:00.000Z","2013-03-25 04:00:00","87XX BLOCK OF 19 AV NW","B","B1",-122.381,47.6931,"(47.693071323, -122.381089827)","2013-03-25","2013-03-25"
4683,749133,"201395931","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-21T19:15:00.000Z","2013-03-21 23:25:00","52XX BLOCK OF S DAWSON ST","R","R3",-122.267,47.5548,"(47.554845064, -122.26699495)","2013-03-21","2013-03-21"
4895,749701,"2013107192","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-30T20:23:00.000Z","1900-01-01 00:00:00","16XX BLOCK OF LAKE WASHINGTON BV","C","C3",-122.282,47.6143,"(47.614272979, -122.281651011)","2013-03-30","2013-03-30"
5326,750881,"2013101288","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-26T03:24:00.000Z","1900-01-01 00:00:00","26XX BLOCK OF 4 AV N","Q","Q2",-122.35,47.6437,"(47.643686602, -122.349570238)","2013-03-26","2013-03-26"
6203,753512,"2013107115","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-30T20:31:00.000Z","1900-01-01 00:00:00","15XX BLOCK OF NW 61 ST","B","B2",-122.378,47.6731,"(47.673090495, -122.377546633)","2013-03-30","2013-03-30"
7003,755963,"201395734","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-21T19:31:00.000Z","1900-01-01 00:00:00","50XX BLOCK OF ROOSEVELT WY NE","U","U3",-122.317,47.6657,"(47.665686886, -122.317395591)","2013-03-21","2013-03-21"
7008,755971,"2013100483","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-25T03:00:00.000Z","1900-01-01 00:00:00","17XX BLOCK OF DEXTER AV N","D","D1",-122.342,47.635,"(47.634988354, -122.342285181)","2013-03-25","2013-03-25"
7009,755973,"2013100372","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-22T21:00:00.000Z","2013-03-23 07:00:00","14XX BLOCK OF 6 AV N","D","D1",-122.345,47.6319,"(47.631853756, -122.344954914)","2013-03-22","2013-03-23"
7012,755982,"2013103907","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T10:50:00.000Z","2013-03-28 10:50:00","31XX BLOCK OF SW GRAHAM ST","F","F1",-122.373,47.5468,"(47.54676422, -122.372524513)","2013-03-28","2013-03-28"
7013,755984,"2013104273","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T15:41:00.000Z","1900-01-01 00:00:00","6XX BLOCK OF WHEELER ST","Q","Q2",-122.344,47.6409,"(47.640906986, -122.343580719)","2013-03-28","2013-03-28"
7129,756268,"2013107696","2205",0,"BURGLARY-NOFORCE-NONRES","2200",,"2013-03-31T03:55:00.000Z","1900-01-01 00:00:00","14XX BLOCK OF BROADWAY","E","E2",-122.321,47.6135,"(47.613519513, -122.320771375)","2013-03-31","2013-03-31"
7590,758218,"2013107342","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-23T09:00:00.000Z","2013-03-30 22:10:00","3XX BLOCK OF NW 74 ST","B","B3",-122.362,47.6825,"(47.68253084, -122.361993568)","2013-03-23","2013-03-30"
7651,758375,"2013103648","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-27T15:44:00.000Z","1900-01-01 00:00:00","5XX BLOCK OF NE NORTHGATE WY","N","N3",-122.322,47.7086,"(47.70858578, -122.321918382)","2013-03-27","2013-03-27"
7767,758703,"2013100573","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-25T00:00:00.000Z","2013-03-25 07:00:00","25XX BLOCK OF QUEEN ANNE AV N","Q","Q2",-122.357,47.6423,"(47.642336917, -122.356893754)","2013-03-25","2013-03-25"
8173,759890,"201395678","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-21T22:29:00.000Z","1900-01-01 00:00:00","72XX BLOCK OF 34 AV NW","B","B2",-122.401,47.6813,"(47.681291791, -122.401093073)","2013-03-21","2013-03-21"
8177,759897,"2013102841","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-27T00:00:00.000Z","1900-01-01 00:00:00","39XX BLOCK OF 1 AV NE","J","J3",-122.328,47.6546,"(47.654621251, -122.327891096)","2013-03-27","2013-03-27"
8276,760203,"201395077","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-21T08:17:00.000Z","1900-01-01 00:00:00","35XX BLOCK OF S BENNETT ST","R","R2",-122.288,47.5543,"(47.55425408, -122.287953974)","2013-03-21","2013-03-21"
8277,760204,"201396933","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-22T19:48:00.000Z","1900-01-01 00:00:00","37XX BLOCK OF RENTON AV S","R","R1",-122.296,47.5707,"(47.570697766, -122.296129809)","2013-03-22","2013-03-22"
8278,760206,"201397174","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-22T21:30:00.000Z","2013-03-22 23:00:00","1XX BLOCK OF NW 51 ST","J","J2",-122.358,47.6658,"(47.665781064, -122.357928343)","2013-03-22","2013-03-22"
8280,760209,"201398262","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-23T05:45:00.000Z","2013-03-23 20:00:00","11XX BLOCK OF E FIR ST","E","E3",-122.317,47.6027,"(47.602687137, -122.31744129)","2013-03-23","2013-03-23"
8317,760389,"2013103884","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-24T21:00:00.000Z","2013-03-25 11:00:00","34XX BLOCK OF 14 AV W","Q","Q2",-122.375,47.6513,"(47.651256443, -122.374896717)","2013-03-24","2013-03-25"
8461,761387,"2013103984","2205",0,"BURGLARY-NOFORCE-NONRES","2200",,"2013-03-28T11:52:00.000Z","1900-01-01 00:00:00","14XX BLOCK OF 3 AV","K","K1",-122.337,47.6093,"(47.60925298, -122.337338749)","2013-03-28","2013-03-28"
8787,762418,"2013106716","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-30T13:36:00.000Z","1900-01-01 00:00:00","4XX BLOCK OF W COMSTOCK ST","Q","Q3",-122.362,47.6305,"(47.630461694, -122.362460429)","2013-03-30","2013-03-30"
9097,763354,"201398316","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-23T19:00:00.000Z","2013-03-23 21:10:00","143XX BLOCK OF ASHWORTH AV N","N","N1",-122.34,47.7332,"(47.733222116, -122.33967744)","2013-03-23","2013-03-23"
9098,763355,"201398295","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-23T17:00:00.000Z","2013-03-23 20:51:00","27XX BLOCK OF 11 AV E","C","C1",-122.318,47.6451,"(47.645051418, -122.318333346)","2013-03-23","2013-03-23"
9100,763360,"2013101203","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-25T18:00:00.000Z","2013-03-26 07:30:00","12XX BLOCK OF BOREN AV","D","D3",-122.327,47.6111,"(47.611122225, -122.326770535)","2013-03-25","2013-03-26"
9103,763364,"2013101933","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-26T07:30:00.000Z","2013-03-26 20:00:00","40XX BLOCK OF SW BARTON ST","W","W3",-122.386,47.522,"(47.52199123, -122.385588876)","2013-03-26","2013-03-26"
9104,763365,"2013103089","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-27T08:00:00.000Z","1900-01-01 00:00:00","54XX BLOCK OF 25 AV SW","F","F1",-122.364,47.5528,"(47.552828238, -122.364312654)","2013-03-27","2013-03-27"
9106,763369,"2013104382","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T11:00:00.000Z","2013-03-28 17:00:00","29XX BLOCK OF SW KENYON ST","F","F2",-122.371,47.5319,"(47.531897599, -122.370534621)","2013-03-28","2013-03-28"
9107,763372,"2013106690","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-29T21:30:00.000Z","2013-03-30 08:30:00","14XX BLOCK OF MARTIN LUTHER KING JR WY","C","C3",0,0,"(0.0, 0.0)","2013-03-29","2013-03-30"
9108,763373,"2013105810","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-29T09:00:00.000Z","2013-03-29 18:30:00","8XX BLOCK OF NE 67 ST","U","U1",-122.319,47.6773,"(47.677296355, -122.318739006)","2013-03-29","2013-03-29"
9109,763374,"2013106617","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-28T11:30:00.000Z","2013-03-30 10:30:00","65XX BLOCK OF JONES AV NW","B","B2",-122.386,47.6768,"(47.676828368, -122.386429007)","2013-03-28","2013-03-30"
9231,763681,"2013108142","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-31T00:30:00.000Z","2013-03-31 15:21:00","23XX BLOCK OF W EMERSON ST","Q","Q1",-122.387,47.654,"(47.653976147, -122.386721673)","2013-03-31","2013-03-31"
9357,763934,"201399639","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-25T01:10:00.000Z","1900-01-01 00:00:00","50XX BLOCK OF S ROXBURY ST","S","S2",-122.271,47.5169,"(47.516853923, -122.270559135)","2013-03-25","2013-03-25"
9673,764689,"2013118978","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T22:00:00.000Z","1900-01-01 00:00:00","13XX BLOCK OF N 43 ST","J","J3",-122.341,47.6592,"(47.659179308, -122.341473858)","2013-03-28","2013-03-28"
10535,767597,"2013103881","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-27T16:00:00.000Z","2013-03-28 09:00:00","40XX BLOCK OF FREMONT AV N","J","J2",-122.35,47.656,"(47.656034122, -122.349937695)","2013-03-27","2013-03-28"
11589,771123,"201396544","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-22T08:00:00.000Z","2013-03-22 13:00:00","38XX BLOCK OF SW 106 ST","W","W3",-122.379,47.5082,"(47.508213701, -122.378715096)","2013-03-22","2013-03-22"
11634,771231,"201395602","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-21T20:17:00.000Z","1900-01-01 00:00:00","77XX BLOCK OF 20 AV NW","B","B2",-122.382,47.6859,"(47.685928482, -122.382174701)","2013-03-21","2013-03-21"
11635,771232,"2013100012","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-25T10:17:00.000Z","1900-01-01 00:00:00","60XX BLOCK OF SEAVIEW AV NW","B","B2",-122.406,47.6743,"(47.674290943, -122.406360907)","2013-03-25","2013-03-25"
11636,771233,"2013100405","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-25T16:17:00.000Z","1900-01-01 00:00:00","28XX BLOCK OF S WALKER ST","R","R1",-122.296,47.5836,"(47.583632818, -122.295767371)","2013-03-25","2013-03-25"
11637,771235,"2013103380","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-27T22:35:00.000Z","1900-01-01 00:00:00","9XX BLOCK OF 32 AV","G","G3",-122.291,47.611,"(47.611035224, -122.291467672)","2013-03-27","2013-03-27"
11639,771237,"2013103818","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-28T09:16:00.000Z","1900-01-01 00:00:00","57XX BLOCK OF RAINIER AV S","R","R3",-122.277,47.5508,"(47.550802745, -122.277460498)","2013-03-28","2013-03-28"
11640,771239,"2013105062","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-28T20:00:00.000Z","2013-03-29 07:30:00","1XX BLOCK OF NICKERSON ST","Q","Q2",-122.354,47.648,"(47.648040012, -122.353908058)","2013-03-28","2013-03-29"
11766,771501,"2013108521","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-30T07:15:00.000Z","2013-03-31 22:00:00","123XX BLOCK OF 36 AV NE","L","L2",-122.289,47.7183,"(47.718286335, -122.289322199)","2013-03-30","2013-03-31"
12006,772155,"2013102834","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-27T06:30:00.000Z","2013-03-27 12:00:00","17XX BLOCK OF MAGNOLIA WY W","Q","Q1",-122.39,47.6341,"(47.634102776, -122.39026305)","2013-03-27","2013-03-27"
13329,776605,"2013100752","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-25T21:55:00.000Z","1900-01-01 00:00:00","21XX BLOCK OF NE 83 ST","U","U1",-122.305,47.6898,"(47.689825488, -122.305141156)","2013-03-25","2013-03-25"
13812,778429,"201396588","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-22T10:30:00.000Z","2013-03-22 14:26:00","65XX BLOCK OF 29 AV S","S","S1",-122.296,47.5435,"(47.54353295, -122.295817533)","2013-03-22","2013-03-22"
13813,778430,"201399879","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-24T18:00:00.000Z","2013-03-25 08:10:00","26XX BLOCK OF EASTLAKE AV E","C","C1",-122.326,47.6438,"(47.643841929, -122.325884757)","2013-03-24","2013-03-25"
14102,779377,"2013108157","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-30T15:30:00.000Z","2013-03-31 15:31:00","19XX BLOCK OF E MARION ST","G","G1",-122.307,47.6104,"(47.610354218, -122.306952432)","2013-03-30","2013-03-31"
14245,779706,"201398690","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-24T02:51:00.000Z","1900-01-01 00:00:00","17XX BLOCK OF 4 AV S","K","K3",-122.329,47.5872,"(47.587198565, -122.329056824)","2013-03-24","2013-03-24"
14392,780150,"201395906","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-21T23:02:00.000Z","1900-01-01 00:00:00","47XX BLOCK OF 18 AV NE","U","U3",-122.308,47.664,"(47.663962691, -122.308340727)","2013-03-21","2013-03-21"
14618,780855,"2013101974","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-26T12:00:00.000Z","2013-03-26 21:00:00","54XX BLOCK OF 37 AV SW","W","W2",-122.379,47.5529,"(47.552903466, -122.37897345)","2013-03-26","2013-03-26"
14888,782042,"2013100215","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-25T13:35:00.000Z","1900-01-01 00:00:00","1XX BLOCK OF NE 62 ST","J","J1",-122.327,47.6736,"(47.673616597, -122.326831864)","2013-03-25","2013-03-25"
15311,783437,"2013105139","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T22:00:00.000Z","2013-03-29 06:00:00","97XX BLOCK OF SAND POINT WY NE","L","L3",-122.278,47.7002,"(47.700244474, -122.27771175)","2013-03-28","2013-03-29"
16305,786857,"2013104373","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T09:00:00.000Z","2013-03-28 16:58:00","97XX BLOCK OF 39 AV SW","W","W3",-122.382,47.5161,"(47.516089398, -122.382069854)","2013-03-28","2013-03-28"
16919,789123,"2013108451","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-31T00:01:00.000Z","2013-03-31 21:21:00","7XX BLOCK OF N 35 ST","J","J3",-122.349,47.6503,"(47.65034031, -122.348639581)","2013-03-31","2013-03-31"
18470,794695,"2013104093","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T07:30:00.000Z","2013-03-28 13:20:00","134XX BLOCK OF 25 AV NE","L","L1",-122.302,47.726,"(47.726010282, -122.301898231)","2013-03-28","2013-03-28"
21908,804903,"201399017","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-23T18:00:00.000Z","2013-03-24 12:00:00","50XX BLOCK OF 36 AV NE","L","L3",-122.289,47.6658,"(47.665765219, -122.289057494)","2013-03-23","2013-03-24"
23470,810339,"201396558","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-22T14:00:00.000Z","1900-01-01 00:00:00","1XX BLOCK OF NW 44 ST","J","J2",-122.358,47.66,"(47.660049058, -122.35763026)","2013-03-22","2013-03-22"
24886,814620,"2013104807","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-29T00:00:00.000Z","1900-01-01 00:00:00","3XX BLOCK OF 20 AV","G","G1",-122.306,47.6047,"(47.604749046, -122.306341673)","2013-03-29","2013-03-29"
25034,815076,"201399785","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-25T00:01:00.000Z","2013-03-25 05:00:00","42XX BLOCK OF S ORCAS ST","R","R3",-122.279,47.5512,"(47.551183002, -122.279221453)","2013-03-25","2013-03-25"
25949,817859,"201396810","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-22T10:45:00.000Z","2013-03-22 17:30:00","32XX BLOCK OF 41 AV SW","W","W1",-122.385,47.5744,"(47.574390923, -122.384629196)","2013-03-22","2013-03-22"
26789,820158,"2013101289","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-26T10:51:00.000Z","1900-01-01 00:00:00","100XX BLOCK OF 51 AV S","S","S3",-122.27,47.5102,"(47.510207706, -122.270063368)","2013-03-26","2013-03-26"
26980,820706,"2013100962","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-26T03:20:00.000Z","1900-01-01 00:00:00","14XX BLOCK OF 31 AV S","G","G3",-122.292,47.5899,"(47.589876941, -122.292415532)","2013-03-26","2013-03-26"
27760,822993,"2013107093","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-23T06:00:00.000Z","2013-03-30 18:50:00","84XX BLOCK OF 17 AV SW","F","F2",-122.356,47.5274,"(47.527390107, -122.356415497)","2013-03-23","2013-03-30"
28136,824132,"2013100104","2205",0,"BURGLARY-NOFORCE-NONRES","2200",,"2013-03-22T00:51:00.000Z","1900-01-01 00:00:00","4XX BLOCK OF BROADWAY","E","E3",-122.321,47.6057,"(47.605719689, -122.320749189)","2013-03-22","2013-03-22"
28767,826089,"2013100243","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-23T07:45:00.000Z","1900-01-01 00:00:00","4XX BLOCK OF BELMONT AV E","E","E1",-122.324,47.6226,"(47.622565454, -122.324027371)","2013-03-23","2013-03-23"
29772,829870,"2013105082","2205",0,"BURGLARY-NOFORCE-NONRES","2200",,"2013-03-28T16:45:00.000Z","2013-03-29 07:50:00","1XX BLOCK OF NICKERSON ST","Q","Q2",-122.354,47.648,"(47.648040012, -122.353908058)","2013-03-28","2013-03-29"
30175,830928,"201395619","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-21T09:00:00.000Z","2013-03-21 17:20:00","19XX BLOCK OF 28 AV S","R","R1",-122.296,47.585,"(47.584978107, -122.296407411)","2013-03-21","2013-03-21"
30176,830929,"2013104335","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-28T16:18:00.000Z","1900-01-01 00:00:00","41XX BLOCK OF 42 AV S","R","R1",-122.281,47.5657,"(47.565734809, -122.280758889)","2013-03-28","2013-03-28"
30938,833702,"201396847","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-22T08:00:00.000Z","2013-03-22 18:10:00","88XX BLOCK OF 2 AV S","F","F3",-122.332,47.5237,"(47.523666548, -122.331783351)","2013-03-22","2013-03-22"
30940,833705,"2013104179","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-25T12:00:00.000Z","2013-03-28 12:00:00","11XX BLOCK OF HARBOR AV SW","W","W1",-122.383,47.5935,"(47.593503004, -122.383397404)","2013-03-25","2013-03-28"
32242,840107,"2013106547","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-27T04:00:00.000Z","2013-03-27 05:00:00","45XX BLOCK OF SAND POINT WY NE","L","L3",-122.286,47.6621,"(47.662063028, -122.285797734)","2013-03-27","2013-03-27"
41339,867951,"2013102810","2202",0,"BURGLARY-FORCE-RES","2200",,"2013-03-24T20:42:00.000Z","1900-01-01 00:00:00","9XX BLOCK OF DEXTER AV N","D","D1",-122.342,47.6284,"(47.628429063, -122.342315134)","2013-03-24","2013-03-24"
41341,867974,"2013101512","2203",0,"BURGLARY-FORCE-NONRES","2200",,"2013-03-24T20:20:00.000Z","2013-03-24 22:10:00","10XX BLOCK OF DEXTER AV N","D","D1",-122.342,47.6284,"(47.628429063, -122.342315134)","2013-03-24","2013-03-24"
42375,871012,"2013106784","2204",0,"BURGLARY-NOFORCE-RES","2200",,"2013-03-30T13:46:00.000Z","2013-03-30 13:46:00","23XX BLOCK OF FRANKLIN AV E","C","C1",-122.325,47.6409,"(47.640878398, -122.324675884)","2013-03-30","2013-03-30"